station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-05-30 01:00:00,优,-,14.0,18.0,106.0,0.2,8.0,24.0,34
175,长宁仙霞,2026-05-30 02:00:00,优,-,15.0,35.0,89.0,0.2,7.0,27.0,35
175,长宁仙霞,2026-05-30 03:00:00,优,-,14.0,40.0,70.0,0.3,7.0,27.0,40
175,长宁仙霞,2026-05-30 04:00:00,优,-,15.0,47.0,65.0,0.3,7.0,30.0,47
175,长宁仙霞,2026-05-30 05:00:00,优,-,14.0,46.0,38.0,0.3,6.0,34.0,46
175,长宁仙霞,2026-05-30 06:00:00,优,PM10,16.0,53.0,33.0,0.3,6.0,39.0,53
175,长宁仙霞,2026-05-30 07:00:00,优,PM10,12.0,62.0,41.0,0.3,7.0,46.0,59
175,长宁仙霞,2026-05-30 08:00:00,优,PM10,12.0,64.0,46.0,0.4,7.0,57.0,60
175,长宁仙霞,2026-05-30 09:00:00,优,PM10,14.0,58.0,80.0,0.3,8.0,45.0,56
175,长宁仙霞,2026-05-30 10:00:00,优,PM10,16.0,53.0,100.0,0.3,7.0,35.0,53
175,长宁仙霞,2026-05-30 11:00:00,优,-,21.0,46.0,117.0,0.3,7.0,30.0,46
175,长宁仙霞,2026-05-30 12:00:00,优,-,10.0,23.0,141.0,0.2,6.0,15.0,45
175,长宁仙霞,2026-05-30 13:00:00,优,-,9.0,26.0,146.0,0.2,6.0,17.0,46
175,长宁仙霞,2026-05-30 14:00:00,优,-,8.0,23.0,135.0,0.2,6.0,20.0,43
175,长宁仙霞,2026-05-30 15:00:00,优,-,10.0,19.0,135.0,0.2,6.0,15.0,43
175,长宁仙霞,2026-05-30 16:00:00,优,,12.0,21.0,142.0,0.2,,16.0,
175,长宁仙霞,2026-05-30 17:00:00,优,,16.0,30.0,138.0,0.3,,23.0,
175,长宁仙霞,2026-05-30 18:00:00,优,,14.0,29.0,124.0,0.3,,,
175,长宁仙霞,2026-05-30 19:00:00,优,,13.0,27.0,109.0,0.3,7.0,,
175,长宁仙霞,2026-05-30 20:00:00,优,,,,104.0,,7.0,26.0,
175,长宁仙霞,2026-05-30 21:00:00,优,,,34.0,,,7.0,30.0,
175,长宁仙霞,2026-05-30 22:00:00,优,,16.0,39.0,,0.4,7.0,29.0,
175,长宁仙霞,2026-05-30 23:00:00,优,-,17.0,40.0,91.0,0.4,7.0,27.0,40
