station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-07-16 01:00:00,优,-,25.0,,114.0,0.3,9.0,17.0,36
175,长宁仙霞,2026-07-16 02:00:00,优,PM2.5,43.0,,90.0,0.3,9.0,19.0,66
175,长宁仙霞,2026-07-16 03:00:00,优,PM2.5,64.0,,66.0,0.3,10.0,23.0,104
175,长宁仙霞,2026-07-16 04:00:00,优,PM2.5,49.0,,48.0,0.3,9.0,26.0,78
175,长宁仙霞,2026-07-16 05:00:00,优,PM2.5,40.0,,36.0,0.3,9.0,31.0,60
175,长宁仙霞,2026-07-16 06:00:00,优,-,27.0,,30.0,0.4,9.0,34.0,39
175,长宁仙霞,2026-07-16 07:00:00,优,-,20.0,,31.0,0.4,9.0,33.0,29
175,长宁仙霞,2026-07-16 08:00:00,优,-,12.0,13.0,59.0,0.3,9.0,23.0,19
175,长宁仙霞,2026-07-16 09:00:00,优,-,13.0,16.0,94.0,0.3,9.0,20.0,30
175,长宁仙霞,2026-07-16 10:00:00,优,-,16.0,27.0,126.0,0.3,9.0,24.0,40
175,长宁仙霞,2026-07-16 11:00:00,优,-,11.0,24.0,106.0,0.2,9.0,20.0,34
175,长宁仙霞,2026-07-16 12:00:00,优,-,11.0,30.0,111.0,0.2,9.0,21.0,35
175,长宁仙霞,2026-07-16 13:00:00,优,-,12.0,35.0,130.0,0.2,9.0,20.0,41
175,长宁仙霞,2026-07-16 14:00:00,优,-,14.0,36.0,137.0,0.2,9.0,18.0,43
175,长宁仙霞,2026-07-16 15:00:00,优,-,10.0,23.0,100.0,0.2,9.0,15.0,32
175,长宁仙霞,2026-07-16 16:00:00,优,-,8.0,17.0,88.0,0.1,9.0,16.0,28
175,长宁仙霞,2026-07-16 17:00:00,优,-,10.0,22.0,104.0,0.2,9.0,20.0,33
175,长宁仙霞,2026-07-16 18:00:00,优,-,10.0,22.0,112.0,0.2,8.0,18.0,35
175,长宁仙霞,2026-07-16 19:00:00,优,-,12.0,26.0,115.0,0.2,8.0,18.0,36
175,长宁仙霞,2026-07-16 20:00:00,优,-,14.0,27.0,120.0,0.2,7.0,19.0,38
175,长宁仙霞,2026-07-16 21:00:00,优,-,16.0,26.0,102.0,0.2,7.0,24.0,32
175,长宁仙霞,2026-07-16 22:00:00,优,-,22.0,30.0,112.0,0.2,8.0,25.0,35
175,长宁仙霞,2026-07-16 23:00:00,优,-,21.0,22.0,121.0,0.2,8.0,19.0,38
175,长宁仙霞,2026-07-17 00:00:00,优,-,18.0,,109.0,0.1,8.0,12.0,35
183,静安监测站,2026-07-16 01:00:00,优,-,18.0,31.0,128.0,0.4,7.0,18.0,40
183,静安监测站,2026-07-16 02:00:00,优,-,19.0,37.0,101.0,0.5,8.0,19.0,37
183,静安监测站,2026-07-16 03:00:00,优,,31.0,63.0,,0.5,8.0,22.0,
183,静安监测站,2026-07-16 04:00:00,优,PM10,30.0,64.0,61.0,0.5,8.0,24.0,60
183,静安监测站,2026-07-16 05:00:00,优,-,23.0,50.0,49.0,0.5,8.0,25.0,50
183,静安监测站,2026-07-16 06:00:00,优,-,17.0,38.0,41.0,0.5,9.0,31.0,38
183,静安监测站,2026-07-16 07:00:00,优,-,13.0,29.0,50.0,0.6,8.0,30.0,29
183,静安监测站,2026-07-16 08:00:00,优,-,9.0,18.0,75.0,0.9,8.0,23.0,24
183,静安监测站,2026-07-16 09:00:00,优,-,10.0,18.0,106.0,0.6,8.0,17.0,34
183,静安监测站,2026-07-16 10:00:00,优,-,15.0,24.0,144.0,0.6,8.0,16.0,45
183,静安监测站,2026-07-16 11:00:00,优,-,11.0,15.0,118.0,0.4,8.0,10.0,37
183,静安监测站,2026-07-16 12:00:00,优,-,13.0,17.0,127.0,0.6,8.0,13.0,40
183,静安监测站,2026-07-16 13:00:00,优,-,16.0,21.0,141.0,0.4,8.0,13.0,45
183,静安监测站,2026-07-16 14:00:00,优,-,18.0,23.0,156.0,0.4,8.0,12.0,49
183,静安监测站,2026-07-16 15:00:00,优,-,12.0,16.0,126.0,0.3,8.0,10.0,40
183,静安监测站,2026-07-16 16:00:00,优,-,10.0,12.0,113.0,0.3,8.0,9.0,36
183,静安监测站,2026-07-16 17:00:00,优,-,13.0,14.0,124.0,0.3,8.0,9.0,39
183,静安监测站,2026-07-16 18:00:00,优,-,15.0,15.0,129.0,0.3,8.0,11.0,41
183,静安监测站,2026-07-16 19:00:00,优,-,17.0,17.0,124.0,0.3,8.0,13.0,39
183,静安监测站,2026-07-16 20:00:00,优,-,21.0,22.0,130.0,0.3,7.0,18.0,41
183,静安监测站,2026-07-16 21:00:00,优,-,23.0,27.0,119.0,0.4,8.0,20.0,38
183,静安监测站,2026-07-16 22:00:00,优,-,28.0,36.0,138.0,0.4,8.0,21.0,44
183,静安监测站,2026-07-16 23:00:00,优,-,20.0,28.0,139.0,0.3,8.0,16.0,44
183,静安监测站,2026-07-17 00:00:00,优,-,18.0,31.0,128.0,0.4,9.0,17.0,40
185,十五厂,2026-07-16 01:00:00,优,-,26.0,41.0,103.0,0.4,6.0,37.0,41
185,十五厂,2026-07-16 02:00:00,优,-,26.0,42.0,75.0,0.5,6.0,40.0,42
185,十五厂,2026-07-16 03:00:00,优,,28.0,43.0,57.0,0.5,,42.0,
185,十五厂,2026-07-16 04:00:00,优,-,31.0,48.0,41.0,0.5,6.0,43.0,48
185,十五厂,2026-07-16 05:00:00,优,PM10,36.0,55.0,26.0,0.5,6.0,48.0,54
185,十五厂,2026-07-16 06:00:00,优,PM2.5,56.0,82.0,24.0,0.6,6.0,45.0,92
185,十五厂,2026-07-16 07:00:00,优,PM2.5,55.0,79.0,38.0,0.6,6.0,42.0,90
185,十五厂,2026-07-16 08:00:00,优,-,29.0,42.0,64.0,0.5,6.0,34.0,42
185,十五厂,2026-07-16 09:00:00,优,-,14.0,20.0,95.0,0.4,6.0,17.0,30
185,十五厂,2026-07-16 10:00:00,优,-,16.0,25.0,131.0,0.5,6.0,15.0,41
185,十五厂,2026-07-16 11:00:00,优,-,14.0,22.0,128.0,0.4,5.0,11.0,40
185,十五厂,2026-07-16 12:00:00,优,-,12.0,18.0,117.0,0.4,5.0,11.0,37
185,十五厂,2026-07-16 13:00:00,优,-,14.0,20.0,128.0,0.4,5.0,12.0,40
185,十五厂,2026-07-16 14:00:00,优,-,17.0,25.0,153.0,0.4,5.0,12.0,48
185,十五厂,2026-07-16 15:00:00,优,-,13.0,21.0,124.0,0.4,5.0,10.0,39
185,十五厂,2026-07-16 16:00:00,优,-,9.0,17.0,98.0,0.3,5.0,9.0,31
185,十五厂,2026-07-16 17:00:00,优,-,10.0,15.0,104.0,0.3,4.0,10.0,33
185,十五厂,2026-07-16 18:00:00,优,-,11.0,16.0,120.0,0.4,5.0,11.0,38
185,十五厂,2026-07-16 19:00:00,优,-,12.0,18.0,112.0,0.4,4.0,13.0,35
185,十五厂,2026-07-16 20:00:00,优,-,14.0,21.0,107.0,0.4,4.0,20.0,34
185,十五厂,2026-07-16 21:00:00,优,-,23.0,36.0,133.0,0.5,5.0,20.0,42
185,十五厂,2026-07-16 22:00:00,优,-,23.0,35.0,132.0,0.5,5.0,20.0,42
185,十五厂,2026-07-16 23:00:00,优,-,21.0,28.0,128.0,0.4,5.0,19.0,40
185,十五厂,2026-07-17 00:00:00,优,-,26.0,36.0,148.0,0.5,5.0,16.0,47
193,浦东川沙,2026-07-16 01:00:00,良,-,31.0,48.0,110.0,0.5,9.0,15.0,48
193,浦东川沙,2026-07-16 02:00:00,良,,33.0,54.0,,0.5,9.0,17.0,
193,浦东川沙,2026-07-16 03:00:00,良,PM10,33.0,54.0,68.0,0.6,9.0,21.0,53
193,浦东川沙,2026-07-16 04:00:00,良,PM10,32.0,54.0,50.0,0.6,9.0,24.0,53
193,浦东川沙,2026-07-16 05:00:00,良,PM10,33.0,54.0,34.0,0.7,9.0,29.0,53
193,浦东川沙,2026-07-16 06:00:00,良,,34.0,54.0,28.0,0.7,,37.0,
193,浦东川沙,2026-07-16 07:00:00,良,PM10,35.0,54.0,43.0,0.7,10.0,36.0,53
193,浦东川沙,2026-07-16 08:00:00,良,-,33.0,50.0,74.0,0.7,10.0,37.0,50
193,浦东川沙,2026-07-16 09:00:00,良,-,20.0,30.0,116.0,0.6,10.0,23.0,37
193,浦东川沙,2026-07-16 10:00:00,良,-,18.0,27.0,155.0,0.6,10.0,14.0,49
193,浦东川沙,2026-07-16 11:00:00,良,O3,17.0,25.0,177.0,0.5,9.0,10.0,72
193,浦东川沙,2026-07-16 12:00:00,良,-,12.0,18.0,123.0,0.5,9.0,7.0,39
193,浦东川沙,2026-07-16 13:00:00,良,-,9.0,15.0,100.0,0.4,8.0,10.0,32
193,浦东川沙,2026-07-16 14:00:00,良,-,14.0,26.0,110.0,0.5,9.0,28.0,35
193,浦东川沙,2026-07-16 15:00:00,良,-,19.0,36.0,126.0,0.6,10.0,40.0,40
193,浦东川沙,2026-07-16 16:00:00,良,-,24.0,39.0,158.0,0.8,11.0,35.0,50
193,浦东川沙,2026-07-16 17:00:00,良,O3,23.0,40.0,162.0,0.7,12.0,34.0,53
193,浦东川沙,2026-07-16 18:00:00,良,PM10,25.0,60.0,158.0,0.7,11.0,34.0,58
193,浦东川沙,2026-07-16 19:00:00,良,PM10,23.0,52.0,148.0,0.6,11.0,26.0,52
193,浦东川沙,2026-07-16 20:00:00,良,PM10,22.0,54.0,80.0,0.5,11.0,32.0,53
193,浦东川沙,2026-07-16 21:00:00,良,-,23.0,45.0,101.0,0.5,9.0,23.0,45
193,浦东川沙,2026-07-16 22:00:00,良,PM10,30.0,57.0,96.0,0.5,9.0,33.0,55
193,浦东川沙,2026-07-16 23:00:00,良,-,28.0,50.0,112.0,0.5,9.0,31.0,50
193,浦东川沙,2026-07-17 00:00:00,良,PM10,29.0,53.0,115.0,0.6,9.0,30.0,53
195,浦东张江,2026-07-16 01:00:00,良,-,25.0,38.0,140.0,0.2,7.0,12.0,44
195,浦东张江,2026-07-16 02:00:00,良,,25.0,38.0,,0.3,7.0,17.0,
195,浦东张江,2026-07-16 03:00:00,良,-,27.0,40.0,88.0,0.4,8.0,21.0,40
195,浦东张江,2026-07-16 04:00:00,良,-,28.0,42.0,67.0,0.4,8.0,23.0,42
195,浦东张江,2026-07-16 05:00:00,良,-,28.0,42.0,41.0,0.4,8.0,29.0,42
195,浦东张江,2026-07-16 06:00:00,良,-,32.0,47.0,30.0,0.5,8.0,38.0,47
195,浦东张江,2026-07-16 07:00:00,良,PM2.5,37.0,52.0,43.0,0.5,9.0,37.0,54
195,浦东张江,2026-07-16 08:00:00,良,PM2.5,45.0,63.0,74.0,0.5,9.0,31.0,70
195,浦东张江,2026-07-16 09:00:00,良,-,20.0,28.0,114.0,0.3,8.0,14.0,36
195,浦东张江,2026-07-16 10:00:00,良,-,15.0,22.0,145.0,0.2,8.0,9.0,46
195,浦东张江,2026-07-16 11:00:00,良,-,16.0,23.0,160.0,0.3,7.0,7.0,50
195,浦东张江,2026-07-16 12:00:00,良,-,10.0,13.0,108.0,0.2,7.0,4.0,34
195,浦东张江,2026-07-16 13:00:00,良,-,12.0,18.0,124.0,0.3,7.0,6.0,39
195,浦东张江,2026-07-16 14:00:00,良,-,15.0,23.0,151.0,0.3,7.0,8.0,48
195,浦东张江,2026-07-16 15:00:00,良,O3,16.0,25.0,165.0,0.3,7.0,7.0,57
195,浦东张江,2026-07-16 16:00:00,良,-,10.0,15.0,124.0,0.2,7.0,3.0,39
195,浦东张江,2026-07-16 17:00:00,良,-,8.0,12.0,109.0,0.2,7.0,5.0,35
195,浦东张江,2026-07-16 18:00:00,良,-,11.0,17.0,123.0,0.3,7.0,8.0,39
195,浦东张江,2026-07-16 19:00:00,良,-,16.0,30.0,135.0,0.3,7.0,15.0,43
195,浦东张江,2026-07-16 20:00:00,良,-,21.0,43.0,134.0,0.4,8.0,22.0,43
195,浦东张江,2026-07-16 21:00:00,良,-,19.0,35.0,97.0,0.4,7.0,23.0,35
195,浦东张江,2026-07-16 22:00:00,良,-,26.0,43.0,122.0,0.4,7.0,27.0,43
195,浦东张江,2026-07-16 23:00:00,良,-,27.0,41.0,152.0,0.4,8.0,15.0,48
195,浦东张江,2026-07-17 00:00:00,良,O3,26.0,40.0,168.0,0.4,8.0,12.0,60
201,普陀,2026-07-16 01:00:00,优,,17.0,32.0,,0.1,6.0,16.0,
201,普陀,2026-07-16 02:00:00,优,PM2.5,40.0,56.0,112.0,0.2,6.0,18.0,60
201,普陀,2026-07-16 03:00:00,优,PM2.5,51.0,69.0,77.0,0.2,7.0,21.0,82
