station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-07-06 02:00:00,优,-,15.0,18.0,28.0,0.2,7.0,14.0,22
175,长宁仙霞,2026-07-06 03:00:00,优,,20.0,24.0,25.0,0.2,,17.0,
175,长宁仙霞,2026-07-06 04:00:00,优,-,33.0,38.0,24.0,0.2,8.0,18.0,48
175,长宁仙霞,2026-07-06 05:00:00,优,,20.0,22.0,21.0,0.2,7.0,,
175,长宁仙霞,2026-07-06 06:00:00,优,-,18.0,21.0,26.0,0.2,7.0,20.0,26
175,长宁仙霞,2026-07-06 07:00:00,优,-,18.0,21.0,16.0,0.3,7.0,21.0,26
175,长宁仙霞,2026-07-06 08:00:00,优,-,16.0,20.0,17.0,0.3,7.0,22.0,23
175,长宁仙霞,2026-07-06 09:00:00,优,-,12.0,15.0,28.0,0.3,7.0,18.0,18
175,长宁仙霞,2026-07-06 10:00:00,优,-,12.0,16.0,55.0,0.3,7.0,13.0,18
175,长宁仙霞,2026-07-06 11:00:00,优,-,11.0,18.0,70.0,0.3,7.0,15.0,22
175,长宁仙霞,2026-07-06 12:00:00,优,-,11.0,25.0,86.0,0.2,7.0,12.0,27
175,长宁仙霞,2026-07-06 13:00:00,优,-,9.0,22.0,92.0,0.2,7.0,13.0,29
175,长宁仙霞,2026-07-06 14:00:00,优,-,8.0,24.0,96.0,0.2,7.0,12.0,30
175,长宁仙霞,2026-07-06 15:00:00,优,-,10.0,33.0,93.0,0.2,7.0,13.0,33
175,长宁仙霞,2026-07-06 16:00:00,优,-,11.0,34.0,105.0,0.2,7.0,15.0,34
175,长宁仙霞,2026-07-06 17:00:00,优,-,13.0,42.0,111.0,0.2,7.0,18.0,42
175,长宁仙霞,2026-07-06 18:00:00,优,-,17.0,39.0,103.0,0.3,7.0,24.0,39
175,长宁仙霞,2026-07-06 19:00:00,优,-,19.0,30.0,96.0,0.3,6.0,24.0,30
175,长宁仙霞,2026-07-06 20:00:00,优,-,29.0,38.0,43.0,0.4,7.0,63.0,42
175,长宁仙霞,2026-07-06 21:00:00,优,-,27.0,31.0,50.0,0.4,8.0,48.0,39
175,长宁仙霞,2026-07-06 22:00:00,优,-,29.0,30.0,70.0,0.3,8.0,34.0,42
175,长宁仙霞,2026-07-06 23:00:00,优,-,33.0,,93.0,0.4,7.0,23.0,48
175,长宁仙霞,2026-07-07 00:00:00,优,-,32.0,,100.0,0.3,7.0,15.0,46
175,长宁仙霞,2026-07-07 01:00:00,优,-,32.0,,93.0,0.2,7.0,12.0,46
183,静安监测站,2026-07-06 02:00:00,优,-,13.0,18.0,40.0,0.4,8.0,17.0,19
183,静安监测站,2026-07-06 03:00:00,优,,25.0,34.0,,0.4,8.0,19.0,
183,静安监测站,2026-07-06 04:00:00,优,-,23.0,31.0,36.0,0.4,8.0,17.0,33
183,静安监测站,2026-07-06 05:00:00,优,-,16.0,22.0,30.0,0.4,8.0,19.0,23
183,静安监测站,2026-07-06 06:00:00,优,-,17.0,22.0,28.0,0.4,10.0,22.0,25
183,静安监测站,2026-07-06 07:00:00,优,-,15.0,22.0,29.0,0.4,8.0,21.0,22
183,静安监测站,2026-07-06 08:00:00,优,-,14.0,20.0,34.0,0.6,8.0,19.0,20
183,静安监测站,2026-07-06 09:00:00,优,-,10.0,16.0,48.0,0.4,8.0,16.0,16
183,静安监测站,2026-07-06 10:00:00,优,-,12.0,17.0,70.0,0.5,8.0,14.0,22
183,静安监测站,2026-07-06 11:00:00,优,-,12.0,15.0,93.0,0.4,8.0,11.0,30
183,静安监测站,2026-07-06 12:00:00,优,-,15.0,15.0,104.0,0.4,8.0,10.0,33
183,静安监测站,2026-07-06 13:00:00,优,-,14.0,14.0,112.0,0.5,8.0,10.0,35
183,静安监测站,2026-07-06 14:00:00,优,-,12.0,12.0,112.0,0.4,8.0,10.0,35
183,静安监测站,2026-07-06 15:00:00,优,-,14.0,,104.0,0.3,7.0,9.0,33
183,静安监测站,2026-07-06 16:00:00,优,-,18.0,,119.0,0.3,8.0,11.0,38
183,静安监测站,2026-07-06 17:00:00,优,-,20.0,,124.0,0.3,8.0,14.0,39
183,静安监测站,2026-07-06 18:00:00,优,-,25.0,,126.0,0.4,8.0,17.0,40
183,静安监测站,2026-07-06 19:00:00,优,-,31.0,,94.0,0.4,8.0,33.0,45
183,静安监测站,2026-07-06 20:00:00,优,-,33.0,34.0,46.0,0.5,9.0,61.0,48
183,静安监测站,2026-07-06 21:00:00,优,-,31.0,38.0,56.0,0.5,10.0,49.0,45
183,静安监测站,2026-07-06 22:00:00,优,-,30.0,40.0,83.0,0.5,9.0,36.0,43
