station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-07-20 02:00:00,优,-,23.0,,20.0,0.3,6.0,28.0,33
175,长宁仙霞,2026-07-20 03:00:00,优,,25.0,,15.0,0.3,,31.0,
175,长宁仙霞,2026-07-20 04:00:00,优,-,22.0,,13.0,0.3,7.0,28.0,32
175,长宁仙霞,2026-07-20 05:00:00,优,-,25.0,,6.0,0.3,7.0,28.0,36
175,长宁仙霞,2026-07-20 06:00:00,优,,22.0,22.0,,0.4,7.0,23.0,
175,长宁仙霞,2026-07-20 07:00:00,优,-,17.0,18.0,21.0,0.4,7.0,23.0,25
175,长宁仙霞,2026-07-20 08:00:00,优,-,19.0,,20.0,0.4,7.0,22.0,28
175,长宁仙霞,2026-07-20 09:00:00,优,-,17.0,18.0,29.0,0.4,7.0,20.0,25
175,长宁仙霞,2026-07-20 10:00:00,优,-,15.0,17.0,59.0,0.4,8.0,18.0,22
175,长宁仙霞,2026-07-20 11:00:00,优,-,14.0,17.0,90.0,0.4,8.0,14.0,29
175,长宁仙霞,2026-07-20 12:00:00,优,-,14.0,24.0,100.0,0.4,8.0,13.0,32
175,长宁仙霞,2026-07-20 13:00:00,优,-,13.0,29.0,121.0,0.4,8.0,8.0,38
175,长宁仙霞,2026-07-20 14:00:00,优,-,16.0,43.0,133.0,0.4,8.0,9.0,43
175,长宁仙霞,2026-07-20 15:00:00,优,-,13.0,35.0,108.0,0.3,7.0,7.0,35
175,长宁仙霞,2026-07-20 16:00:00,优,-,13.0,37.0,110.0,0.3,7.0,8.0,37
175,长宁仙霞,2026-07-20 17:00:00,优,PM10,21.0,68.0,133.0,0.4,7.0,18.0,63
175,长宁仙霞,2026-07-20 18:00:00,优,PM10,27.0,64.0,130.0,0.4,7.0,23.0,60
175,长宁仙霞,2026-07-20 19:00:00,优,PM10,31.0,58.0,112.0,0.6,9.0,34.0,56
175,长宁仙霞,2026-07-20 20:00:00,优,-,28.0,40.0,107.0,0.4,8.0,24.0,40
175,长宁仙霞,2026-07-20 21:00:00,优,-,31.0,36.0,103.0,0.4,7.0,18.0,45
