station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-07-26 01:00:00,优,-,13.0,13.0,20.0,0.2,8.0,8.0,19
175,长宁仙霞,2026-07-26 02:00:00,优,-,13.0,,18.0,0.2,9.0,8.0,19
175,长宁仙霞,2026-07-26 03:00:00,优,,13.0,,19.0,0.2,,7.0,
175,长宁仙霞,2026-07-26 04:00:00,优,-,13.0,,22.0,0.2,9.0,7.0,19
175,长宁仙霞,2026-07-26 05:00:00,优,,12.0,,21.0,0.2,9.0,,
175,长宁仙霞,2026-07-26 06:00:00,优,,12.0,,,0.2,9.0,6.0,
175,长宁仙霞,2026-07-26 07:00:00,优,-,13.0,13.0,13.0,0.2,9.0,9.0,19
175,长宁仙霞,2026-07-26 08:00:00,优,-,14.0,14.0,16.0,0.2,10.0,8.0,20
175,长宁仙霞,2026-07-26 09:00:00,优,-,12.0,12.0,30.0,0.2,10.0,5.0,18
175,长宁仙霞,2026-07-26 10:00:00,优,-,11.0,14.0,47.0,0.2,10.0,5.0,16
175,长宁仙霞,2026-07-26 11:00:00,优,-,9.0,18.0,62.0,0.3,10.0,6.0,20
175,长宁仙霞,2026-07-26 12:00:00,优,-,9.0,23.0,75.0,0.3,9.0,5.0,24
175,长宁仙霞,2026-07-26 13:00:00,优,-,10.0,29.0,84.0,0.3,9.0,5.0,29
175,长宁仙霞,2026-07-26 14:00:00,优,-,11.0,32.0,98.0,0.3,10.0,5.0,32
175,长宁仙霞,2026-07-26 15:00:00,优,-,11.0,36.0,98.0,0.3,9.0,7.0,36
175,长宁仙霞,2026-07-26 16:00:00,优,-,13.0,42.0,102.0,0.3,10.0,8.0,42
175,长宁仙霞,2026-07-26 17:00:00,优,-,13.0,37.0,103.0,0.2,10.0,6.0,37
175,长宁仙霞,2026-07-26 18:00:00,优,-,15.0,33.0,95.0,0.3,10.0,11.0,33
175,长宁仙霞,2026-07-26 19:00:00,优,-,18.0,29.0,92.0,0.3,9.0,7.0,29
175,长宁仙霞,2026-07-26 20:00:00,优,-,20.0,27.0,79.0,0.3,9.0,7.0,29
175,长宁仙霞,2026-07-26 21:00:00,优,-,20.0,24.0,56.0,0.2,9.0,10.0,29
175,长宁仙霞,2026-07-26 22:00:00,优,-,19.0,23.0,33.0,0.2,9.0,12.0,28
175,长宁仙霞,2026-07-26 23:00:00,优,-,17.0,22.0,27.0,0.2,9.0,12.0,25
175,长宁仙霞,2026-07-27 00:00:00,优,-,16.0,20.0,25.0,0.2,8.0,12.0,23
183,静安监测站,2026-07-26 01:00:00,优,-,10.0,21.0,28.0,0.6,8.0,15.0,21
