station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-07-31 01:00:00,良,-,20.0,,58.0,0.2,9.0,19.0,29
175,长宁仙霞,2026-07-31 02:00:00,良,-,16.0,,43.0,0.2,9.0,18.0,23
175,长宁仙霞,2026-07-31 03:00:00,良,-,13.0,,35.0,0.2,8.0,16.0,19
175,长宁仙霞,2026-07-31 04:00:00,良,-,12.0,,26.0,0.2,8.0,20.0,18
175,长宁仙霞,2026-07-31 05:00:00,良,-,11.0,,17.0,0.3,8.0,26.0,16
175,长宁仙霞,2026-07-31 06:00:00,良,-,11.0,11.0,14.0,0.3,8.0,29.0,16
175,长宁仙霞,2026-07-31 07:00:00,良,-,13.0,13.0,16.0,0.4,8.0,27.0,19
175,长宁仙霞,2026-07-31 08:00:00,良,-,18.0,,20.0,0.4,9.0,27.0,26
175,长宁仙霞,2026-07-31 09:00:00,良,-,23.0,28.0,74.0,0.4,9.0,26.0,33
175,长宁仙霞,2026-07-31 10:00:00,良,-,24.0,47.0,136.0,0.4,10.0,18.0,47
175,长宁仙霞,2026-07-31 11:00:00,良,O3,20.0,56.0,171.0,0.4,9.0,15.0,64
175,长宁仙霞,2026-07-31 12:00:00,良,O3,20.0,70.0,188.0,0.4,8.0,15.0,85
175,长宁仙霞,2026-07-31 13:00:00,良,O3,19.0,66.0,192.0,0.4,8.0,15.0,90
175,长宁仙霞,2026-07-31 14:00:00,良,O3,22.0,73.0,196.0,0.4,8.0,15.0,95
175,长宁仙霞,2026-07-31 15:00:00,良,O3,27.0,69.0,188.0,0.3,7.0,13.0,85
175,长宁仙霞,2026-07-31 16:00:00,良,-,17.0,30.0,136.0,0.3,7.0,16.0,43
175,长宁仙霞,2026-07-31 17:00:00,良,,17.0,22.0,115.0,0.3,,,
175,长宁仙霞,2026-07-31 18:00:00,良,,,,92.0,,7.0,30.0,
175,长宁仙霞,2026-07-31 19:00:00,良,,27.0,,63.0,0.6,7.0,41.0,
175,长宁仙霞,2026-07-31 20:00:00,良,,38.0,,36.0,0.9,7.0,49.0,
175,长宁仙霞,2026-07-31 21:00:00,良,,42.0,56.0,,0.5,7.0,38.0,
175,长宁仙霞,2026-07-31 22:00:00,良,PM2.5,48.0,69.0,144.0,0.4,7.0,22.0,76
175,长宁仙霞,2026-07-31 23:00:00,良,PM10,38.0,64.0,151.0,0.3,7.0,13.0,60
175,长宁仙霞,2026-08-01 00:00:00,良,PM10,30.0,57.0,136.0,0.3,8.0,11.0,55
