station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-06-16 04:00:00,优,-,12.0,13.0,77.0,0.1,6.0,7.0,25
175,长宁仙霞,2026-06-16 05:00:00,优,,11.0,11.0,74.0,0.2,6.0,,
175,长宁仙霞,2026-06-16 06:00:00,优,-,9.0,10.0,74.0,0.1,6.0,7.0,24
175,长宁仙霞,2026-06-16 07:00:00,优,-,7.0,7.0,70.0,0.2,6.0,11.0,22
175,长宁仙霞,2026-06-16 08:00:00,优,-,9.0,10.0,60.0,0.2,6.0,19.0,19
175,长宁仙霞,2026-06-16 09:00:00,优,-,14.0,16.0,61.0,0.3,6.0,23.0,20
175,长宁仙霞,2026-06-16 10:00:00,优,-,14.0,15.0,67.0,0.3,6.0,20.0,21
175,长宁仙霞,2026-06-16 11:00:00,优,-,13.0,13.0,70.0,0.2,6.0,19.0,22
175,长宁仙霞,2026-06-16 12:00:00,优,-,13.0,14.0,83.0,0.2,6.0,12.0,26
175,长宁仙霞,2026-06-16 13:00:00,优,-,14.0,15.0,89.0,0.2,6.0,10.0,28
175,长宁仙霞,2026-06-16 14:00:00,优,-,11.0,13.0,89.0,0.2,6.0,10.0,28
175,长宁仙霞,2026-06-16 15:00:00,优,-,11.0,13.0,86.0,0.2,6.0,11.0,27
175,长宁仙霞,2026-06-16 16:00:00,优,-,14.0,16.0,88.0,0.2,6.0,10.0,28
175,长宁仙霞,2026-06-16 17:00:00,优,-,21.0,23.0,77.0,0.3,6.0,16.0,30
175,长宁仙霞,2026-06-16 18:00:00,优,-,24.0,29.0,70.0,0.5,6.0,22.0,35
175,长宁仙霞,2026-06-16 19:00:00,优,-,19.0,23.0,76.0,0.4,6.0,17.0,28
175,长宁仙霞,2026-06-16 20:00:00,优,-,15.0,18.0,75.0,0.2,6.0,16.0,24
175,长宁仙霞,2026-06-16 21:00:00,优,-,17.0,22.0,74.0,0.2,6.0,16.0,25
175,长宁仙霞,2026-06-16 22:00:00,优,-,19.0,24.0,74.0,0.2,6.0,13.0,28
175,长宁仙霞,2026-06-16 23:00:00,优,-,20.0,24.0,71.0,0.2,6.0,12.0,29
175,长宁仙霞,2026-06-17 00:00:00,优,-,21.0,25.0,68.0,0.2,6.0,12.0,30
175,长宁仙霞,2026-06-17 01:00:00,优,-,25.0,28.0,59.0,0.2,6.0,15.0,36
175,长宁仙霞,2026-06-17 02:00:00,优,-,31.0,32.0,53.0,0.3,6.0,14.0,45
175,长宁仙霞,2026-06-17 03:00:00,优,-,30.0,31.0,48.0,0.3,6.0,14.0,43
183,静安监测站,2026-06-16 04:00:00,优,-,11.0,15.0,74.0,0.5,8.0,10.0,24
183,静安监测站,2026-06-16 05:00:00,优,-,11.0,14.0,75.0,0.4,8.0,10.0,24
183,静安监测站,2026-06-16 06:00:00,优,-,9.0,11.0,75.0,0.5,8.0,10.0,24
183,静安监测站,2026-06-16 07:00:00,优,-,7.0,8.0,72.0,0.5,8.0,13.0,23
183,静安监测站,2026-06-16 08:00:00,优,-,10.0,13.0,66.0,0.6,8.0,17.0,21
183,静安监测站,2026-06-16 09:00:00,优,-,15.0,18.0,61.0,0.6,8.0,23.0,22
183,静安监测站,2026-06-16 10:00:00,优,-,15.0,18.0,65.0,0.6,8.0,22.0,22
183,静安监测站,2026-06-16 11:00:00,优,-,14.0,18.0,72.0,0.5,8.0,18.0,23
183,静安监测站,2026-06-16 12:00:00,优,-,15.0,20.0,83.0,0.6,8.0,14.0,26
183,静安监测站,2026-06-16 13:00:00,优,-,15.0,20.0,87.0,0.5,8.0,12.0,28
183,静安监测站,2026-06-16 14:00:00,优,-,12.0,15.0,89.0,0.5,7.0,11.0,28
183,静安监测站,2026-06-16 15:00:00,优,-,11.0,15.0,85.0,0.5,8.0,11.0,27
183,静安监测站,2026-06-16 16:00:00,优,-,14.0,20.0,85.0,0.5,8.0,13.0,27
183,静安监测站,2026-06-16 17:00:00,优,-,16.0,22.0,81.0,0.5,8.0,16.0,26
183,静安监测站,2026-06-16 18:00:00,优,-,12.0,17.0,85.0,0.5,8.0,14.0,27
183,静安监测站,2026-06-16 19:00:00,优,-,21.0,29.0,73.0,0.7,8.0,20.0,30
183,静安监测站,2026-06-16 20:00:00,优,-,14.0,20.0,75.0,0.6,8.0,18.0,24
183,静安监测站,2026-06-16 21:00:00,优,-,20.0,28.0,64.0,0.6,8.0,23.0,29
183,静安监测站,2026-06-16 22:00:00,优,-,19.0,25.0,71.0,0.5,8.0,17.0,28
183,静安监测站,2026-06-16 23:00:00,优,-,21.0,28.0,68.0,0.5,7.0,16.0,30
183,静安监测站,2026-06-17 00:00:00,优,-,22.0,28.0,62.0,0.5,8.0,19.0,32
183,静安监测站,2026-06-17 01:00:00,优,-,24.0,29.0,66.0,0.6,8.0,14.0,35
183,静安监测站,2026-06-17 02:00:00,优,-,28.0,34.0,62.0,0.6,8.0,13.0,40
183,静安监测站,2026-06-17 03:00:00,优,-,30.0,36.0,51.0,0.6,7.0,17.0,43
185,十五厂,2026-06-16 04:00:00,优,-,12.0,14.0,71.0,0.5,6.0,11.0,23
