station_id,station_name,monitor_time,quality,primary_pollutant,PM2.5_ug_m3,PM10_ug_m3,O3_ug_m3,CO_mg_m3,SO2_ug_m3,NO2_ug_m3,AQI
175,长宁仙霞,2026-05-17 01:00:00,优,-,18.0,32.0,66.0,0.1,7.0,8.0,32
175,长宁仙霞,2026-05-17 02:00:00,优,-,17.0,31.0,66.0,0.1,6.0,7.0,31
175,长宁仙霞,2026-05-17 03:00:00,优,-,16.0,30.0,63.0,0.1,8.0,7.0,30
175,长宁仙霞,2026-05-17 04:00:00,优,-,15.0,29.0,60.0,0.1,7.0,8.0,29
175,长宁仙霞,2026-05-17 05:00:00,优,-,15.0,29.0,60.0,0.1,7.0,11.0,29
175,长宁仙霞,2026-05-17 06:00:00,优,-,17.0,32.0,57.0,0.1,7.0,14.0,32
175,长宁仙霞,2026-05-17 07:00:00,优,-,18.0,31.0,62.0,0.1,7.0,14.0,31
175,长宁仙霞,2026-05-17 08:00:00,优,-,17.0,30.0,66.0,0.1,7.0,13.0,30
175,长宁仙霞,2026-05-17 09:00:00,优,-,13.0,27.0,80.0,0.2,7.0,10.0,27
175,长宁仙霞,2026-05-17 10:00:00,优,-,11.0,26.0,92.0,0.1,7.0,8.0,29
175,长宁仙霞,2026-05-17 11:00:00,优,-,10.0,27.0,97.0,0.1,7.0,8.0,31
175,长宁仙霞,2026-05-17 12:00:00,优,-,10.0,28.0,111.0,0.1,7.0,7.0,35
175,长宁仙霞,2026-05-17 13:00:00,优,-,14.0,28.0,115.0,0.1,7.0,6.0,36
175,长宁仙霞,2026-05-17 14:00:00,优,-,12.0,30.0,115.0,0.1,7.0,8.0,36
175,长宁仙霞,2026-05-17 15:00:00,优,-,11.0,34.0,116.0,0.1,7.0,8.0,37
175,长宁仙霞,2026-05-17 16:00:00,优,-,11.0,37.0,112.0,0.1,7.0,8.0,37
175,长宁仙霞,2026-05-17 17:00:00,优,-,14.0,40.0,112.0,0.1,7.0,10.0,40
175,长宁仙霞,2026-05-17 18:00:00,优,-,14.0,40.0,114.0,0.2,6.0,8.0,40
175,长宁仙霞,2026-05-17 19:00:00,优,-,14.0,41.0,108.0,0.2,6.0,9.0,41
175,长宁仙霞,2026-05-17 20:00:00,优,-,15.0,41.0,94.0,0.2,7.0,12.0,41
175,长宁仙霞,2026-05-17 21:00:00,优,-,14.0,37.0,87.0,0.1,7.0,13.0,37
175,长宁仙霞,2026-05-17 22:00:00,优,-,14.0,35.0,85.0,0.2,7.0,10.0,35
175,长宁仙霞,2026-05-17 23:00:00,优,-,14.0,34.0,83.0,0.1,7.0,9.0,34
175,长宁仙霞,2026-05-18 00:00:00,优,-,14.0,32.0,81.0,0.1,7.0,8.0,32
183,静安监测站,2026-05-17 01:00:00,优,-,16.0,36.0,69.0,0.6,8.0,11.0,36
183,静安监测站,2026-05-17 02:00:00,优,-,16.0,36.0,67.0,0.6,8.0,11.0,36
183,静安监测站,2026-05-17 03:00:00,优,-,16.0,37.0,65.0,0.6,8.0,11.0,37
183,静安监测站,2026-05-17 04:00:00,优,-,16.0,37.0,61.0,0.6,8.0,14.0,37
183,静安监测站,2026-05-17 05:00:00,优,-,17.0,39.0,57.0,0.6,8.0,15.0,39
183,静安监测站,2026-05-17 06:00:00,优,-,16.0,36.0,61.0,0.6,8.0,16.0,36
183,静安监测站,2026-05-17 07:00:00,优,-,15.0,33.0,66.0,0.6,8.0,16.0,33
183,静安监测站,2026-05-17 08:00:00,优,-,16.0,32.0,70.0,0.6,8.0,16.0,32
183,静安监测站,2026-05-17 09:00:00,优,-,14.0,27.0,88.0,0.6,8.0,13.0,28
183,静安监测站,2026-05-17 10:00:00,优,-,12.0,25.0,103.0,0.6,8.0,10.0,33
183,静安监测站,2026-05-17 11:00:00,优,-,12.0,24.0,105.0,0.6,8.0,8.0,33
183,静安监测站,2026-05-17 12:00:00,优,-,12.0,24.0,115.0,0.6,8.0,8.0,36
183,静安监测站,2026-05-17 13:00:00,优,-,12.0,24.0,120.0,0.5,8.0,8.0,38
183,静安监测站,2026-05-17 14:00:00,优,-,12.0,23.0,126.0,0.5,8.0,8.0,40
183,静安监测站,2026-05-17 15:00:00,优,-,13.0,25.0,124.0,0.6,8.0,8.0,39
183,静安监测站,2026-05-17 16:00:00,优,-,14.0,28.0,119.0,0.6,8.0,9.0,38
183,静安监测站,2026-05-17 17:00:00,优,-,15.0,30.0,119.0,0.6,8.0,10.0,38
183,静安监测站,2026-05-17 18:00:00,优,-,16.0,30.0,112.0,0.6,8.0,12.0,35
183,静安监测站,2026-05-17 19:00:00,优,-,15.0,29.0,108.0,0.6,8.0,11.0,34
183,静安监测站,2026-05-17 20:00:00,优,-,15.0,29.0,95.0,0.6,8.0,14.0,30
183,静安监测站,2026-05-17 21:00:00,优,-,14.0,28.0,86.0,0.6,8.0,16.0,28
183,静安监测站,2026-05-17 22:00:00,优,-,13.0,27.0,85.0,0.6,8.0,15.0,27
183,静安监测站,2026-05-17 23:00:00,优,-,13.0,26.0,85.0,0.6,8.0,12.0,27
183,静安监测站,2026-05-18 00:00:00,优,-,13.0,26.0,85.0,0.6,8.0,11.0,27
185,十五厂,2026-05-17 01:00:00,优,-,17.0,29.0,66.0,0.5,5.0,8.0,29
185,十五厂,2026-05-17 02:00:00,优,-,17.0,29.0,64.0,0.5,5.0,8.0,29
185,十五厂,2026-05-17 03:00:00,优,,17.0,30.0,61.0,0.5,,9.0,
185,十五厂,2026-05-17 04:00:00,优,-,16.0,29.0,55.0,0.5,6.0,12.0,29
185,十五厂,2026-05-17 05:00:00,优,-,18.0,33.0,49.0,0.5,6.0,15.0,33
185,十五厂,2026-05-17 06:00:00,优,-,17.0,31.0,59.0,0.5,6.0,13.0,31
185,十五厂,2026-05-17 07:00:00,优,-,18.0,31.0,62.0,0.5,6.0,13.0,31
185,十五厂,2026-05-17 08:00:00,优,-,17.0,29.0,65.0,0.5,5.0,14.0,29
185,十五厂,2026-05-17 09:00:00,优,,12.0,22.0,,0.5,6.0,8.0,
185,十五厂,2026-05-17 10:00:00,优,,11.0,21.0,98.0,0.5,,,
185,十五厂,2026-05-17 11:00:00,优,-,11.0,22.0,102.0,0.5,6.0,7.0,32
185,十五厂,2026-05-17 12:00:00,优,-,13.0,29.0,111.0,0.5,6.0,8.0,35
185,十五厂,2026-05-17 13:00:00,优,-,12.0,30.0,115.0,0.5,6.0,8.0,36
185,十五厂,2026-05-17 14:00:00,优,-,14.0,34.0,128.0,0.5,6.0,11.0,40
185,十五厂,2026-05-17 15:00:00,优,-,11.0,31.0,127.0,0.4,6.0,10.0,40
185,十五厂,2026-05-17 16:00:00,优,-,12.0,34.0,116.0,0.4,5.0,10.0,37
185,十五厂,2026-05-17 17:00:00,优,-,12.0,34.0,115.0,0.4,6.0,11.0,36
185,十五厂,2026-05-17 18:00:00,优,-,17.0,43.0,106.0,0.5,6.0,16.0,43
185,十五厂,2026-05-17 19:00:00,优,-,20.0,46.0,98.0,0.5,6.0,16.0,46
